Age,Gender,Years at Address,Employment Status,Country,Current Debt,Postcode,Income,Housing,CCJs,Loan Amount,Outcome
71,M,21,Self Employed,UK,9540.0,BR1 3JE,51500.0,Mortgage,2,8960.0,Defaulted
75,F,42,Self Employed,UK,1150.0,SW19 8RX,21000.0,Own,0,4863.0,Paid
22,M,2,Unemployed,UK,0.0,W4 3AP,49500.0,Own,0,39437.0,Paid
36,F,17,Self Employed,UK,640.0,LE14 3EW,30000.0,Mortgage,0,9415.0,Paid
43,M,26,Unemployed,UK,0.0,CB3 6FQ,45500.0,Own,3,32940.0,Defaulted
59,M,41,Self Employed,France,890.0,WD3 5NS,22500.0,Mortgage,2,22152.0,Defaulted
23,F,6,Self Employed,UK,240.0,KT3 3DW,21000.0,Rent,1,16216.0,Defaulted
23,M,4,Unemployed,UK,3690.0,YO23 1JJ,38500.0,Mortgage,1,15679.0,Paid
78,M,42,Unemployed,UK,3930.0,N3 1JJ,42000.0,Rent,2,28564.0,Defaulted
45,F,20,Unemployed,UK,3000.0,YO26 8AS,52000.0,Rent,0,51021.0,Paid
35,F,9,Self Employed,UK,1010.0,BN20 8NU,52000.0,Own,0,14926.0,Paid
86,F,42,Unemployed,UK,0.0,LN2 1QL,35500.0,Own,0,25369.0,Paid
77,F,30,Self Employed,UK,0.0,N7 9JD,32500.0,Mortgage,1,26683.0,Paid
21,F,4,Self Employed,UK,4890.0,TW9 4DN,38500.0,Mortgage,1,19318.0,Paid
56,F,26,Employed,UK,3670.0,BS29 6BT,52000.0,Mortgage,1,39225.0,Paid
68,F,37,Unemployed,UK,0.0,PL3 5JY,52000.0,Own,1,21218.0,Paid
56,M,12,Unemployed,UK,3210.0,BR3 3AJ,28000.0,Own,3,20686.0,Defaulted
67,M,9,Unemployed,UK,8070.0,KT24 5JE,50500.0,Own,1,33533.0,Defaulted
39,F,7,Self Employed,UK,870.0,SY11 3LW,49500.0,Own,0,19545.0,Paid
17,M,2,Employed,UK,8430.0,N1 9BL,52000.0,Own,1,18005.0,Defaulted
87,F,42,Employed,UK,7430.0,SE15 2NY,26000.0,Own,0,3513.0,Paid
74,F,29,Unemployed,UK,3410.0,BS8 4PS,41000.0,Own,0,11284.0,Paid
52,F,7,Employed,UK,610.0,SW12 9RU,39500.0,Own,1,22237.0,Paid
86,F,24,Self Employed,UK,8050.0,SW2 3TT,49000.0,Own,1,5917.0,Paid
55,M,31,Unemployed,UK,8140.0,CV32 6ES,30000.0,Own,0,18584.0,Defaulted
89,F,42,Self Employed,UK,8260.0,BB12 8AH,38000.0,Own,0,7582.0,Defaulted
71,F,42,Self Employed,UK,120.0,BS6 7EX,43500.0,Mortgage,0,9506.0,Paid
72,F,29,Employed,UK,6430.0,PR26 9HW,52000.0,Mortgage,3,39161.0,Defaulted
21,M,3,Unemployed,UK,1670.0,SW12 9NS,21000.0,Mortgage,0,12497.0,Defaulted
39,M,11,Self Employed,UK,2870.0,CV5 9GU,32500.0,Own,0,2267.0,Defaulted
44,F,6,Unemployed,UK,0.0,SP10 3AF,44500.0,Own,2,33481.0,Paid
24,F,5,Employed,UK,1910.0,NN14 1QW,37500.0,Rent,1,24000.0,Paid
25,M,3,Self Employed,UK,4240.0,DN38 6DF,52000.0,Rent,2,40215.0,Defaulted
40,M,23,Self Employed,UK,1610.0,AB10 7LX,36500.0,Mortgage,0,13744.0,Paid
33,F,2,Unemployed,UK,4330.0,AL1 4NL,36500.0,Own,0,21503.0,Paid
51,M,15,Self Employed,UK,300.0,B60 2NE,52000.0,Rent,0,47985.0,Paid
30,F,10,Employed,UK,3910.0,B92 7DX,44000.0,Mortgage,0,21333.0,Paid
23,M,2,Unemployed,UK,360.0,B92 8AU,49500.0,Mortgage,1,6018.0,Paid
41,F,7,Self Employed,UK,140.0,BA10 0DE,22500.0,Rent,0,2432.0,Defaulted
47,M,26,Unemployed,UK,1820.0,BA5 3HW,21000.0,Own,2,14895.0,Defaulted
63,M,14,Self Employed,UK,2280.0,BB9 9LJ,23500.0,Mortgage,1,5309.0,Defaulted
65,M,2,Self Employed,UK,7560.0,BH2 6BY,21000.0,Own,1,9556.0,Paid
55,F,30,Self Employed,UK,2290.0,BH2 6JS,21000.0,Own,1,110.0,Paid
20,M,2,Self Employed,UK,1590.0,BH22 9SF,47000.0,Mortgage,0,8877.0,Defaulted
41,M,17,Unemployed,UK,8550.0,BH4 8AS,52000.0,Mortgage,1,32625.0,Defaulted
72,M,42,Unemployed,UK,6040.0,BH5 2BS,21000.0,Own,0,2107.0,Paid
34,F,7,Self Employed,UK,250.0,BL1 5PD,52000.0,Own,0,3652.0,Paid
29,M,2,Self Employed,UK,160.0,BN3 3DB,38500.0,Mortgage,3,20236.0,Defaulted
88,F,6,Self Employed,UK,90.0,BN44 3GP,21000.0,Own,2,6275.0,Defaulted
21,M,2,Self Employed,UK,4280.0,BN6 8HE,37000.0,Own,0,31665.0,Paid
57,M,2,Self Employed,UK,990.0,BN6 8UR,46500.0,Rent,0,693.0,Paid
34,M,8,Employed,UK,2200.0,BS31 3EG,35000.0,Rent,0,15151.0,Paid
48,M,29,Employed,UK,4160.0,CB3 0HR,34500.0,Rent,1,30408.0,Defaulted
63,M,2,Self Employed,UK,0.0,CM13 2QD,43500.0,Rent,0,13941.0,Paid
51,F,4,Self Employed,UK,270.0,CM14 5WW,29500.0,Mortgage,1,18709.0,Paid
67,M,8,Self Employed,UK,9960.0,CM2 7EW,50500.0,Rent,2,3187.0,Defaulted
25,M,2,Self Employed,UK,3300.0,CO6 2TB,21000.0,Own,0,9288.0,Defaulted
61,M,38,Employed,UK,1770.0,CR2 0RE,40000.0,Own,0,14616.0,Paid
45,F,3,Unemployed,UK,5200.0,CR3 5GD,51500.0,Mortgage,1,15947.0,Paid
78,F,2,Self Employed,UK,8980.0,CR5 1NX,29500.0,Mortgage,0,23517.0,Defaulted
65,F,23,Self Employed,UK,3850.0,CV31 1DL,44000.0,Mortgage,0,2393.0,Paid
80,M,8,Unemployed,UK,760.0,CV31 1JT,52000.0,Own,0,14486.0,Paid
50,M,29,Self Employed,UK,1000.0,CV37 9XA,31000.0,Mortgage,1,19521.0,Defaulted
31,F,10,Unemployed,UK,530.0,CV7 7PN,50500.0,Own,0,39093.0,Defaulted
47,M,28,Self Employed,UK,9940.0,CV7 8DN,21000.0,Own,0,4455.0,Paid
26,F,2,Unemployed,UK,5890.0,CW8 4DN,45500.0,Mortgage,2,17085.0,Paid
88,F,42,Self Employed,UK,3980.0,DA13 0XH,52000.0,Own,3,24770.0,Defaulted
30,F,3,Employed,UK,10.0,DD2 5GD,47000.0,Rent,0,38944.0,Paid
71,M,31,Self Employed,UK,6350.0,DY7 6ND,21000.0,Rent,1,10024.0,Paid
39,F,19,Self Employed,UK,1770.0,EH13 0DT,52000.0,Mortgage,2,30523.0,Defaulted
27,F,3,Self Employed,UK,3750.0,EH54 6GE,45500.0,Mortgage,0,25872.0,Defaulted
64,M,33,Unemployed,UK,9680.0,EN2 6EY,30500.0,Own,0,1575.0,Defaulted
43,M,2,Self Employed,UK,9450.0,EN3 4RS,38000.0,Own,0,18411.0,Defaulted
19,M,2,Self Employed,UK,1870.0,EX11 1XZ,21000.0,Mortgage,1,292.0,Paid
70,M,12,Unemployed,UK,1130.0,EX14 9TS,21000.0,Mortgage,0,4280.0,Defaulted
17,F,2,Unemployed,UK,510.0,EX18 7AU,40500.0,Mortgage,0,18255.0,Defaulted
29,F,8,Employed,UK,340.0,FY6 7AR,27500.0,Mortgage,0,15941.0,Paid
39,F,13,Unemployed,UK,20.0,G53 7UF,51000.0,Own,0,37259.0,Paid
64,F,5,Unemployed,UK,1840.0,GL54 2BL,45000.0,Rent,1,39364.0,Paid
79,F,42,Unemployed,UK,260.0,GL56 0RX,24000.0,Own,2,10370.0,Defaulted
40,M,9,Self Employed,UK,3960.0,GU1 2NF,34500.0,Own,0,22873.0,Defaulted
53,F,23,Employed,UK,1560.0,GU1 4DF,43500.0,Mortgage,0,43363.0,Paid
20,F,3,Employed,UK,960.0,GU10 3PU,21000.0,Mortgage,1,12265.0,Paid
42,F,13,Self Employed,UK,560.0,GU12 5RP,43000.0,Mortgage,0,28713.0,Paid
51,M,13,Self Employed,UK,530.0,GU15 2ND,21000.0,Mortgage,0,16322.0,Paid
30,F,5,Unemployed,UK,3650.0,GU22 8SF,30500.0,Mortgage,1,27337.0,Paid
42,M,3,Self Employed,UK,2510.0,GU23 6EN,26000.0,Mortgage,1,15531.0,Defaulted
74,F,36,Unemployed,UK,9220.0,GU27 3TD,26000.0,Own,1,10398.0,Defaulted
35,F,4,Unemployed,UK,30.0,GU4 8HB,22000.0,Own,0,1557.0,Paid
41,M,12,Employed,UK,3320.0,GU5 0PL,23500.0,Own,0,18171.0,Paid
48,M,22,Unemployed,UK,2510.0,GU8 4TA,51000.0,Rent,1,19393.0,Paid
58,F,16,Unemployed,UK,960.0,GU9 8LZ,34500.0,Own,0,26300.0,Paid
39,F,13,Employed,UK,2260.0,HA0 1TA,26500.0,Own,3,8118.0,Defaulted
40,M,6,Employed,UK,0.0,HA4 8SY,50000.0,Rent,0,4213.0,Paid
83,M,42,Employed,UK,3130.0,HA5 3AZ,32000.0,Own,0,4090.0,Paid
81,F,2,Self Employed,UK,7960.0,HG4 2QD,52000.0,Mortgage,0,36688.0,Paid
39,F,6,Self Employed,UK,1980.0,HP5 3NE,41000.0,Mortgage,3,38652.0,Paid
35,F,6,Unemployed,UK,7320.0,HU13 0RU,39500.0,Own,3,8221.0,Defaulted
37,F,4,Employed,UK,7500.0,IG7 4QB,50500.0,Own,0,45627.0,Defaulted
30,F,8,Self Employed,UK,3180.0,IG7 6ES,31500.0,Own,3,45.0,Defaulted
64,M,42,Self Employed,UK,9350.0,IM4 4PZ,33500.0,Rent,1,4851.0,Defaulted
56,M,8,Unemployed,UK,80.0,IP18 6XL,24000.0,Own,0,19485.0,Paid
72,F,26,Self Employed,UK,1610.0,IP33 2JY,37000.0,Rent,0,18966.0,Paid
40,F,3,Employed,UK,30.0,IV2 6GR,41000.0,Own,0,29589.0,Paid
38,M,20,Employed,UK,510.0,JE2 7PB,48000.0,Own,0,28944.0,Paid
70,M,10,Self Employed,UK,5350.0,KA7 4HY,21000.0,Own,1,20934.0,Paid
80,F,26,Self Employed,UK,5850.0,KT11 3EZ,28500.0,Mortgage,1,24086.0,Defaulted
62,F,15,Employed,UK,5550.0,KT6 4QL,43500.0,Mortgage,0,10708.0,Paid
82,F,42,Employed,UK,6680.0,KY7 6GZ,46500.0,Own,1,805.0,Defaulted
23,F,5,Self Employed,UK,1270.0,LL13 9QF,37000.0,Mortgage,0,4676.0,Defaulted
31,F,12,Self Employed,UK,2260.0,LU3 1UU,46000.0,Own,0,7962.0,Paid
30,F,2,Employed,UK,370.0,ME13 8NN,42000.0,Mortgage,0,36368.0,Defaulted
56,M,24,Unemployed,UK,4830.0,ME15 0NP,50000.0,Mortgage,0,49435.0,Defaulted
31,F,12,Unemployed,UK,3870.0,ME16 9EP,44500.0,Mortgage,0,14216.0,Paid
53,M,29,Employed,UK,2900.0,MK45 5DT,27500.0,Rent,2,20017.0,Paid
54,M,5,Employed,UK,3380.0,N2 0HA,35500.0,Own,0,10101.0,Paid
32,M,9,Unemployed,UK,2250.0,N20 8QH,23000.0,Rent,0,20427.0,Defaulted
64,F,8,Self Employed,UK,5750.0,NE38 9BT,52000.0,Own,0,6839.0,Paid
87,M,16,Employed,UK,8920.0,NE61 1JR,28000.0,Mortgage,0,7299.0,Paid
70,M,42,Employed,UK,770.0,NG1 1GH,48000.0,Mortgage,1,32698.0,Paid
23,F,3,Self Employed,UK,1650.0,NG12 5ND,21000.0,Own,0,7316.0,Paid
17,F,2,Self Employed,UK,4570.0,NG31 8AN,29000.0,Mortgage,0,9488.0,Defaulted
20,M,3,Self Employed,UK,2900.0,NG5 3GQ,26000.0,Own,2,22320.0,Paid
71,F,22,Self Employed,UK,2920.0,NN6 0EB,36000.0,Mortgage,3,31348.0,Defaulted
37,F,14,Employed,UK,1140.0,NP18 1AG,52000.0,Mortgage,3,24244.0,Defaulted
53,M,17,Unemployed,UK,5460.0,NP25 5SD,45500.0,Own,0,29290.0,Defaulted
66,M,35,Self Employed,UK,7170.0,NW11 6AT,25500.0,Mortgage,0,19229.0,Paid
52,F,3,Self Employed,UK,4420.0,NW6 3DB,38000.0,Mortgage,0,29803.0,Defaulted
23,M,2,Unemployed,UK,4420.0,OX18 1FH,41500.0,Own,0,2458.0,Defaulted
64,M,32,Employed,UK,1490.0,PA2 9PT,21000.0,Rent,2,3770.0,Paid
51,F,20,Unemployed,UK,590.0,PE19 2SB,52000.0,Mortgage,3,8826.0,Defaulted
65,M,35,Unemployed,UK,310.0,PE30 3JG,42000.0,Own,0,34024.0,Defaulted
52,M,6,Self Employed,UK,9870.0,PE38 9HJ,21000.0,Own,1,7001.0,Defaulted
79,M,11,Unemployed,UK,4460.0,PH10 6EA,41500.0,Rent,0,17924.0,Defaulted
72,M,36,Unemployed,UK,3890.0,PO13 9FH,51000.0,Own,0,36153.0,Paid
50,M,2,Unemployed,UK,0.0,RG14 7WB,44500.0,Rent,3,20419.0,Defaulted
86,F,4,Self Employed,UK,1040.0,RH10 1JP,47000.0,Mortgage,1,9171.0,Defaulted
55,F,27,Self Employed,UK,7060.0,RH13 0PU,21000.0,Rent,2,12388.0,Defaulted
56,F,38,Employed,UK,220.0,RH4 3NZ,34000.0,Mortgage,3,20442.0,Defaulted
38,M,16,Unemployed,UK,3160.0,SA4 9SW,47000.0,Own,2,29629.0,Defaulted
18,F,2,Self Employed,UK,9850.0,SA70 8RA,49000.0,Own,0,39061.0,Defaulted
86,F,39,Employed,UK,7140.0,SE12 8LP,42500.0,Own,1,16810.0,Paid
47,M,11,Unemployed,UK,5360.0,SG4 9PN,24500.0,Own,0,6340.0,Paid
34,F,13,Self Employed,UK,8190.0,SK12 1BJ,21000.0,Mortgage,3,7031.0,Defaulted
89,F,42,Self Employed,UK,1470.0,SL4 2DH,37000.0,Own,0,25124.0,Paid
79,F,19,Employed,UK,5890.0,SL6 0DR,52000.0,Own,1,11541.0,Paid
57,F,33,Self Employed,UK,20.0,SL9 0JE,24500.0,Own,1,5298.0,Paid
65,M,3,Self Employed,UK,4990.0,ST7 2LQ,52000.0,Own,3,24431.0,Defaulted
60,M,20,Unemployed,UK,7750.0,SW17 8JJ,21500.0,Own,0,10791.0,Paid
75,M,36,Self Employed,UK,120.0,SW20 8AG,24000.0,Own,2,13995.0,Defaulted
30,F,6,Unemployed,UK,1180.0,SW20 8TS,51500.0,Mortgage,0,9659.0,Defaulted
72,M,14,Employed,UK,1430.0,SW6 6NH,42500.0,Own,0,34198.0,Defaulted
21,M,2,Employed,UK,8650.0,SY3 7AN,21000.0,Own,0,9960.0,Defaulted
64,M,23,Unemployed,UK,250.0,TN13 3BT,41500.0,Mortgage,1,8374.0,Defaulted
75,F,3,Employed,UK,0.0,TN15 6TG,36000.0,Rent,3,31383.0,Defaulted
51,M,2,Employed,UK,660.0,TN2 4UP,24500.0,Own,1,7250.0,Paid
62,M,36,Unemployed,UK,7080.0,TN31 6SD,34000.0,Own,1,20473.0,Paid
85,F,42,Self Employed,UK,1650.0,TN33 0JL,46000.0,Rent,0,1238.0,Paid
77,F,39,Self Employed,UK,250.0,TN38 0AQ,45000.0,Mortgage,0,17268.0,Paid
56,M,36,Unemployed,UK,310.0,TQ10 9NR,33500.0,Mortgage,1,19778.0,Paid
79,F,41,Unemployed,UK,7670.0,TQ2 6UG,52000.0,Own,0,33742.0,Paid
26,M,7,Self Employed,UK,0.0,TW10 6DG,51500.0,Own,3,36713.0,Defaulted
87,M,25,Unemployed,UK,3320.0,TW12 1NE,26500.0,Own,1,7829.0,Paid
66,M,2,Self Employed,UK,2660.0,TW16 5HY,47000.0,Mortgage,0,8679.0,Defaulted
26,M,2,Self Employed,UK,220.0,W12 7BG,45000.0,Rent,0,43697.0,Paid
72,M,13,Unemployed,UK,5630.0,W2 3TB,44000.0,Own,0,2803.0,Defaulted
72,F,30,Unemployed,UK,5400.0,W3 0NH,30000.0,Rent,0,25809.0,Defaulted
43,M,15,Employed,UK,5510.0,W5 4EU,36500.0,Mortgage,0,5745.0,Paid
73,F,42,Employed,UK,2600.0,WS13 6XE,52000.0,Own,2,38697.0,Paid
82,M,42,Self Employed,UK,8790.0,EX34 9SU,49500.0,Rent,1,24016.0,Defaulted
58,F,21,Unemployed,UK,30.0,GL50 2JW,48500.0,Mortgage,0,1673.0,Paid
69,F,42,Employed,UK,5840.0,SO42 7SU,27000.0,Rent,0,23114.0,Paid
41,M,19,Retired,UK,4950.0,CT1 1XR,47500.0,Rent,1,37825.0,Paid
35,M,15,Unemployed,UK,1220.0,BT61 7EE,48000.0,Rent,1,10563.0,Paid
38,F,19,Unemployed,UK,4310.0,BT9 6HT,21000.0,Own,1,3577.0,Defaulted
68,F,27,Unemployed,UK,7670.0,BT22 2TE,36000.0,Own,3,21073.0,Defaulted
88,M,37,Unemployed,UK,360.0,BT9 6LQ,33500.0,Own,1,21526.0,Paid
32,M,15,Unemployed,UK,300.0,PE31 8UL,40500.0,Rent,0,15689.0,Paid
89,F,42,Self Employed,UK,8490.0,HS2 9AQ,46000.0,Rent,0,29615.0,Defaulted
59,M,31,Employed,UK,4470.0,EH4 2DF,26500.0,Mortgage,1,5966.0,Defaulted
69,F,42,Self Employed,UK,8300.0,WV8 1QS,38500.0,Own,1,978.0,Paid
49,F,31,Self Employed,UK,360.0,BT4 3DX,30000.0,Mortgage,0,16826.0,Paid
84,F,5,Employed,UK,4960.0,BT44 0NQ,52000.0,Mortgage,1,42590.0,Paid
75,M,42,Unemployed,UK,10.0,WA2 8SZ,37500.0,Mortgage,2,20467.0,Defaulted
88,M,20,Unemployed,UK,3520.0,BT79 0YD,21000.0,Mortgage,2,17222.0,Paid
23,M,6,Self Employed,UK,8050.0,SA69 9AE,50000.0,Mortgage,1,24109.0,Defaulted
28,M,11,Unemployed,UK,8200.0,DT9 6NW,33000.0,Own,0,10474.0,Paid
25,M,2,Self Employed,UK,7910.0,IM3 1LD,40500.0,Own,2,12963.0,Defaulted
58,F,18,Employed,UK,1680.0,EX10 9JA,21500.0,Own,0,11063.0,Paid
25,M,3,Unemployed,UK,5520.0,PO20 8NQ,52000.0,Own,2,44179.0,Defaulted
19,M,2,Self Employed,UK,100.0,SG14 3JA,51500.0,Mortgage,0,617.0,Paid
22,M,2,Self Employed,UK,90.0,WR14 4DL,33000.0,Own,3,2199.0,Defaulted
27,M,10,Unemployed,UK,710.0,SL9 8HT,39500.0,Own,0,24398.0,Paid
85,M,42,Self Employed,UK,270.0,EX10 8HE,39500.0,Rent,1,31867.0,Paid
42,M,21,Employed,UK,6720.0,BH31 7QE,39500.0,Own,2,3307.0,Defaulted
75,M,16,Self Employed,UK,4460.0,CF14 5ER,52000.0,Own,0,10383.0,Defaulted
20,M,2,Employed,UK,290.0,RG17 0EQ,52000.0,Own,0,16543.0,Paid
39,F,12,Employed,UK,990.0,CA21 2YT,25000.0,Mortgage,0,10123.0,Paid
62,M,33,Unemployed,UK,210.0,BH20 7HH,37500.0,Mortgage,0,35977.0,Paid
31,M,5,Self Employed,UK,3240.0,TA24 8HD,29500.0,Own,2,26399.0,Defaulted
77,M,18,Employed,UK,820.0,EH39 4BH,41000.0,Own,1,37060.0,Paid
83,M,42,Self Employed,UK,6350.0,NR19 2DT,52000.0,Own,1,38267.0,Paid
79,M,15,Employed,UK,6320.0,KY2 5NE,25000.0,Mortgage,1,488.0,Defaulted
27,M,8,Unemployed,UK,6530.0,KY16 0EA,24500.0,Own,1,342.0,Paid
80,M,30,Self Employed,UK,720.0,BT52 1QT,51000.0,Own,0,33748.0,Defaulted
76,F,42,Self Employed,UK,620.0,PR9 7NU,40500.0,Mortgage,0,13325.0,Paid
33,M,3,Self Employed,UK,6880.0,KY16 9DG,43000.0,Own,1,37463.0,Paid
56,M,19,Employed,UK,540.0,GU12 5LJ,32500.0,Own,0,31212.0,Paid
74,F,12,Employed,UK,1840.0,BT4 2JR,40000.0,Own,1,9200.0,Paid
86,F,18,Self Employed,UK,2560.0,BT62 2LB,28500.0,Mortgage,1,26412.0,Defaulted
24,F,2,Self Employed,UK,3620.0,OX18 2JG,44000.0,Mortgage,1,20886.0,Paid
25,M,4,Self Employed,UK,3960.0,CT21 5NX,52000.0,Mortgage,0,50858.0,Paid
51,M,17,Unemployed,UK,4020.0,HP10 8NU,43500.0,Rent,1,32541.0,Paid
65,F,28,Employed,UK,7670.0,EH10 5DS,45500.0,Mortgage,0,22158.0,Paid
39,F,21,Employed,UK,5910.0,NG18 2AB,43000.0,Own,2,18876.0,Paid
85,F,18,Unemployed,UK,1690.0,NG31 8DW,21000.0,Own,1,10054.0,Paid
46,M,9,Employed,UK,8740.0,BS25 5RE,44500.0,Rent,2,4294.0,Defaulted
80,F,7,Self Employed,UK,1550.0,PA27 8BZ,45500.0,Own,0,40126.0,Paid
87,F,36,Employed,UK,160.0,BT31 9HQ,21000.0,Own,3,15058.0,Defaulted
41,M,15,Unemployed,UK,4490.0,DE13 9HF,47000.0,Own,1,27839.0,Paid
35,M,2,Self Employed,UK,0.0,TA4 4AA,45000.0,Own,3,5396.0,Defaulted
89,F,31,Self Employed,UK,390.0,PH6 2NW,31500.0,Own,2,20916.0,Defaulted
28,M,4,Self Employed,UK,870.0,BT9 5NA,36500.0,Mortgage,0,32900.0,Paid
69,F,3,Self Employed,UK,1600.0,BT67 0SG,39000.0,Mortgage,2,11056.0,Defaulted
35,M,8,Unemployed,UK,0.0,SY8 1NS,46000.0,Own,1,3549.0,Paid
80,M,33,Self Employed,UK,9110.0,LL77 7UN,50500.0,Mortgage,1,21456.0,Defaulted
71,M,22,Employed,UK,5820.0,LA11 7QB,30000.0,Mortgage,0,4475.0,Paid
69,F,22,Unemployed,UK,310.0,TW13 6LG,48000.0,Own,0,9393.0,Paid
89,F,17,Employed,UK,9590.0,SE19 2JP,52000.0,Own,1,27734.0,Defaulted
70,F,28,Unemployed,UK,2460.0,BH24 2HR,21000.0,Own,0,1155.0,Defaulted
47,F,7,Unemployed,UK,4280.0,BT93 1UN,46000.0,Own,3,26156.0,Defaulted
47,F,26,Unemployed,UK,2390.0,BL1 6JZ,39500.0,Mortgage,1,2036.0,Paid
46,F,17,Unemployed,UK,1860.0,GL7 4BE,27500.0,Own,1,7137.0,Defaulted
23,F,3,Self Employed,UK,6110.0,SW6 3RT,41000.0,Mortgage,2,16199.0,Defaulted
81,M,42,Self Employed,UK,3990.0,HG1 4SR,49500.0,Mortgage,1,23302.0,Paid
26,F,2,Self Employed,UK,1180.0,LL40 2ER,38500.0,Mortgage,0,6274.0,Defaulted
29,M,3,Unemployed,UK,240.0,BT34 2JX,27500.0,Own,0,11517.0,Paid
70,F,27,Self Employed,UK,5480.0,BH18 8BT,25000.0,Own,0,11166.0,Paid
67,M,29,Self Employed,UK,290.0,CH60 8QQ,23500.0,Own,0,1256.0,Paid
45,M,22,Unemployed,UK,8710.0,BT19 1TE,52000.0,Own,0,32532.0,Defaulted
85,F,42,Self Employed,UK,1610.0,PA20 9EH,42000.0,Own,1,1705.0,Paid
59,M,25,Self Employed,UK,130.0,CV22 6HP,36000.0,Own,0,3841.0,Paid
73,M,21,Self Employed,UK,90.0,SA3 5SW,44500.0,Mortgage,1,12761.0,Paid
68,M,40,Self Employed,UK,4700.0,BT55 7DJ,36500.0,Rent,3,32531.0,Paid
82,M,3,Unemployed,UK,8390.0,TN13 2JL,33000.0,Own,1,6639.0,Defaulted
48,F,13,Self Employed,UK,1480.0,TN26 3SA,33000.0,Rent,1,20608.0,Paid
27,M,2,Self Employed,UK,3060.0,RH1 6LZ,21500.0,Mortgage,1,8102.0,Defaulted
78,F,3,Self Employed,UK,60.0,BS10 6TQ,29500.0,Mortgage,0,12743.0,Defaulted
86,F,30,Self Employed,UK,8950.0,FK5 3EB,52000.0,Own,0,51367.0,Defaulted
25,M,2,Self Employed,UK,1760.0,IP32 6BG,43000.0,Own,0,6500.0,Defaulted
83,M,31,Self Employed,UK,1460.0,S74 8ET,26500.0,Mortgage,1,5528.0,Defaulted
88,F,29,Self Employed,UK,6660.0,G11 7JD,46500.0,Own,0,27796.0,Paid
74,F,42,Self Employed,UK,770.0,SO43 7DT,23000.0,Own,0,14541.0,Paid
27,F,6,Unemployed,UK,1980.0,BT34 3RJ,34000.0,Rent,1,31707.0,Paid
22,M,5,Self Employed,UK,6260.0,NR21 7LF,21000.0,Rent,0,4799.0,Paid
72,M,29,Unemployed,UK,2040.0,TA18 8LT,42000.0,Own,1,37797.0,Paid
54,F,9,Unemployed,UK,7080.0,TQ6 9HG,34000.0,Mortgage,1,1605.0,Paid
65,M,42,Unemployed,UK,3760.0,CR0 5QD,37500.0,Own,0,11489.0,Paid
46,M,11,Unemployed,UK,3090.0,KY16 9AZ,51500.0,Own,2,1374.0,Defaulted
56,M,16,Self Employed,UK,1420.0,BT36 6SB,39500.0,Own,0,14201.0,Defaulted
24,F,5,Self Employed,UK,240.0,EH4 1TA,30000.0,Own,3,25717.0,Defaulted
81,F,16,Unemployed,UK,9890.0,EX10 8HP,35000.0,Own,1,23369.0,Defaulted
60,F,12,Unemployed,UK,3870.0,RG22 5LT,49500.0,Own,1,3710.0,Paid
88,M,5,Unemployed,UK,1440.0,BT47 3YJ,39500.0,Own,0,7273.0,Paid
89,F,18,Unemployed,UK,0.0,RG41 2PH,37500.0,Mortgage,0,29519.0,Defaulted
56,F,31,Self Employed,UK,30.0,IP18 6JT,21000.0,Mortgage,1,6509.0,Paid
47,F,15,Self Employed,UK,8350.0,BT40 2QA,45000.0,Own,1,43600.0,Defaulted
68,F,17,Self Employed,UK,9520.0,BT40 2QR,30500.0,Mortgage,3,3867.0,Defaulted
73,F,32,Unemployed,UK,4730.0,JE2 6FJ,27500.0,Own,0,5041.0,Paid
46,F,18,Unemployed,UK,4290.0,BT42 3NF,33500.0,Rent,2,24162.0,Defaulted
23,F,3,Self Employed,UK,2340.0,BT43 5NG,38000.0,Own,3,16354.0,Defaulted
34,F,2,Unemployed,UK,840.0,BT35 0AJ,21000.0,Own,0,4728.0,Paid
45,F,24,Unemployed,UK,2960.0,BB1 2RB,52000.0,Rent,0,37607.0,Defaulted
57,F,39,Unemployed,UK,9210.0,BT28 2SW,40500.0,Own,0,20499.0,Defaulted
40,M,12,Self Employed,UK,3820.0,LS29 0QZ,48500.0,Own,1,18795.0,Defaulted
73,F,42,Self Employed,UK,7850.0,CV3 5AT,37500.0,Mortgage,2,3170.0,Defaulted
17,M,2,Unemployed,UK,170.0,BT47 6FY,26000.0,Own,0,1363.0,Defaulted
65,F,37,Self Employed,UK,5630.0,BT32 4PE,50000.0,Own,0,46375.0,Paid
81,M,42,Employed,UK,180.0,NR12 8PN,27500.0,Own,3,5538.0,Defaulted
52,F,2,Unemployed,UK,8810.0,NN4 9SE,21000.0,Own,3,9777.0,Defaulted
48,F,12,Unemployed,UK,140.0,EH39 5EQ,48000.0,Rent,1,10496.0,Paid
34,F,3,Self Employed,UK,4750.0,BT47 6LS,52000.0,Mortgage,2,46916.0,Paid
43,M,9,Self Employed,UK,590.0,AB34 5HN,24000.0,Mortgage,3,7493.0,Defaulted
57,M,26,Employed,UK,7070.0,AL2 2BE,40000.0,Rent,1,31528.0,Defaulted
77,M,42,Unemployed,UK,760.0,BA7 7EA,41500.0,Rent,2,37770.0,Defaulted
47,M,26,Self Employed,UK,4710.0,BD11 1DA,35000.0,Own,3,11159.0,Defaulted
61,M,17,Employed,UK,9410.0,BD20 9HW,28500.0,Own,1,22550.0,Paid
69,M,29,Self Employed,UK,1960.0,BH23 1QJ,34500.0,Own,0,9509.0,Paid
